,Problem,Answer,Grade
6,"Brennan was researching his school project and had to download files from the internet to his computer to use for reference. After downloading 800 files, he deleted 70% of them because they were not helpful. He downloaded 400 more files but again realized that 3/5 of them were irrelevant. How many valuable files was he left with after deleting the unrelated files he downloaded in the second round?","The number of non-valuable files Brennan downloaded in the first round is 70/100*800 = <<70/100*800=560>>560 files.The number of valuable files Brennan downloaded in the first round is 800-560 = <<800-560=240>>240When he downloaded 400 new files, there were 3/5*400= <<3/5*400=240>>240 non-useful files, which he deleted again.The total number of valuable files he downloaded in the second round is 400-240 = <<400-240=160>>160To write his research, Brennan had 160+240 = <<160+240=400>>400 useful files to reference to write his research.#### 400", 6
7,"Ann, Bill, Cate, and Dale each buy personal pan pizzas cut into 4 pieces. If Bill and Dale eat 50% of their pizzas and Ann and Cate eat 75% of the pizzas, how many pizza pieces are left uneaten?","In total, there are 4 x 4 = <<4*4=16>>16 pizza pieces.Bill and Dale eat 2 x 4 x 50% = <<2*4*50*.01=4>>4 pieces.Ann and Cate eat 2 x 4 x 75% = <<2*4*75*.01=6>>6 pieces.The four of them eat 4 + 6 = <<4+6=10>>10 pieces.There are 16 - 10 = <<16-10=6>>6 pizza pieces uneaten.#### 6", 6
8,Five friends eat at a fast-food chain and order the following: 5 pieces of hamburger that cost $3 each; 4 sets of French fries that cost $1.20; 5 cups of soda that cost $0.5 each; and 1 platter of spaghetti that cost $2.7. How much will each of them pay if they will split the bill equally?,"The cost of 5 pieces of hamburger is $3 x 5 = $<<3*5=15>>15.The cost of 4 sets of French fries is $1.20 x 4 = $<<1.20*4=4.80>>4.80.The cost of 5 cups of soda is $0.5 x 5 = $<<0.5*5=2.50>>2.50.So their total bill is $15 + $4.80 + $2.50 +$2.7 = $<<15+4.8+2.5+2.7=25>>25.Hence, each of the five friends will contribute $25/5 = $<<25/5=5>>5.#### 5", 6
9,A concert ticket costs $40. Mr. Benson bought 12 tickets and received a 5% discount for every ticket bought that exceeds 10. How much did Mr. Benson pay in all?,"Mr. Benson had a 5% discount for each of the 12 - 10 = <<12-10=2>>2 tickets.So, those two tickets had a $40 x 5/100 = $<<40*5/100=2>>2 discount each.Hence, each ticket cost $40 - $2 = $<<40-2=38>>38 each.Thus, two discounted tickets amount to $38 x 2 = $<<38*2=76>>76.And the other ten tickets amount to $40 x 10 = $<<40*10=400>>400.Hence, Mr. Benson paid a total of $400 + $76 = $<<400+76=476>>476.#### 476", 6
10,"A family of 12 monkeys collected 10 piles of bananas. 6 piles had 9 hands, with each hand having 14 bananas, while the remaining piles had 12 hands, with each hand having 9 bananas. How many bananas would each monkey get if they divide the bananas equally amongst themselves?","The first 6 bunches had 6 x 9 x 14 = <<6*9*14=756>>756 bananas.There were 10 - 6 = <<10-6=4>>4 remaining bunches.The 4 remaining bunches had 4 x 12 x 9 = <<4*12*9=432>>432 bananas.All together, there were 756 + 432 = <<756+432=1188>>1188 bananasEach monkey would get 1188/12 = <<1188/12=99>>99 bananas.#### 99", 6
11,"Liza bought 10 kilograms of butter to make cookies. She used one-half of it for chocolate chip cookies, one-fifth of it for peanut butter cookies, and one-third of the remaining butter for sugar cookies. How many kilograms of butter are left after making those three kinds of cookies?","Liza used 10/2 = <<10/2=5>>5 kilograms of butter for the chocolate chip cookies.Then, she used 10/5 = <<10/5=2>>2 kilograms of butter for the peanut butter cookies.She used 5 + 2 = <<5+2=7>>7 kilograms of butter for the chocolate and peanut butter cookies.So, only 10 -7 = <<10-7=3>>3 kilograms of butter was left.Then, Liza used 3/3 = <<3/3=1>>1 kilograms of butter for the sugar cookies.Therefore, only 3-1 = <<3-1=2>>2 kilograms of butter were left.#### 2", 6
12,"A Statistics student wants to find out the average daily allowance of the middle school students. According to his survey, 2/3 of the students receive an average of $6 allowance per day while the rest gets an average of $4 a day. If he surveyed 60 students, what is the total amount of money those 60 students get in a day?",There are 60 students x 2/3 = <<60*2/3=40>>40 students who have a $6 daily allowance.While there are 60 students - 40 students = <<60-40=20>>20 students who have a $4 daily allowance.The sum of the allowances of the 40 students who received $6 daily is 40 students x $6/day = $<<40*6=240>>240.The sum of the allowances of the 20 students who received $4 daily is 20 students x $4/day = $<<20*4=80>>80.The total daily amount of money of those 60 students is $240 + $80 = $<<240+80=320>>320.#### 320, 6
13,"Jerry’s two daughters play softball on different teams. They each have 8 games this season. Each team practices 4 hours for every game they play. If each game lasts for 2 hours, how many hours will Jerry spend at the field watching his daughters play and practice altogether?",Jerry will spend 8 games x 2 hours per game = <<8*2=16>>16 hours watching one daughter play her games.He will spend 16 x 2 = <<16*2=32>>32 hours watching both daughters play their games.He will spend 8 games x 4 hours of practice = <<8*4=32>>32 hours watching one daughter practice.He will spend 32 x 2 = <<32*2=64>>64 hours watching both daughters practice.He will spend a total of 32 hours watching games + 64 hours watching practice = <<32+64=96>>96 hours.#### 96, 6
14,"A bear is preparing to hibernate for the winter and needs to gain 1000 pounds. At the end of summer, the bear feasts on berries and small woodland animals. During autumn, it devours acorns and salmon. It gained a fifth of the weight it needed from berries during summer, and during autumn, it gained twice that amount from acorns. Salmon made up half of the remaining weight it had needed to gain. How many pounds did it gain eating small animals?","The bear gained 1 / 5 * 1000 = <<1/5*1000=200>>200 pounds from berries.It gained 2 * 200 = <<2*200=400>>400 pounds from acorns.It still needed 1000 - 200 - 400 = <<1000-200-400=400>>400 pounds.Thus, it gained 400 / 2 = <<400/2=200>>200 pounds from salmon.Therefore, the bear gained 400 - 200 = <<400-200=200>>200 pounds from small animals.#### 200", 6
15,James earns $20 an hour while working at his main job.  He earns 20% less while working his second job.  He works 30 hours at his main job and half that much at his second job.  How much does he earn per week?,James earns 20*.2=$<<20*.2=4>>4 less while working his second jobSo he earns 20-4=$<<20-4=16>>16 an hourAt his first job he earns 20*30=$<<20*30=600>>600He works 30/2=<<30/2=15>>15 hours at his second jobSo he earns 15*16=$<<15*16=240>>240So he earns 600+240=$<<600+240=840>>840 a week#### 840, 6
16,"Tara has been planning to buy a laptop which costs $1000. A computer shop accepts payment in installments of $65 per month provided that a 20% down payment is made. If Tara wants to pay an additional $20 for the down payment, how much will her balance be after paying for 4 months?","Tara has to make a $1000 x 20/100 = $<<1000*20/100=200>>200 down payment.Since Tara wants to pay $20 more for the down payment, her total down payment will be $200 + $20 = $<<200+20=220>>220.So her remaining balance payable over a year is $1000 - $220 = $<<1000-220=780>>780.Tara has to make a monthly payment of $780/year / 12 months/year = $<<780/12=65>>65/month.The total cost of her payments for 4 months is $65/month x 4 months = $<<65*4=260>>260.Therefore, Tara's balance after 4 months is $780 - $260 = $<<780-260=520>>520.#### 520", 6
17,Jesse and Mia are competing in a week long race. They have one week to run 30 miles. On the first three days Jesse averages (2/3) of a mile. On day four she runs 10 miles. Mia averages 3 miles a day over the first 4 days. What is the average of their average that they have to run over the final three days?,Jesse runs 2 miles in the first three days because 3 x (2/3) = <<3*(2/3)=2>>2Jesse has 18 miles left to run because 30 - 10 - 2 = <<30-10-2=18>>18Jesse has to run an average of 6 miles a day because 18 / 3 = <<18/3=6>>6Mia runs 12 miles over the first four days because 4 x 3 = <<4*3=12>>12She has 18 miles left to run because 30 - 12 = <<30-12=18>>18She has to run six miles a day because 18 / 3 = <<18/3=6>>6The total they both have to run is <<12=12>>12 miles a dayThe average they have to run per day on average is 6 miles because 12 / 2 = <<12/2=6>>6#### 6, 6
18,"Dale and Andrew had breakfast at a cafe. A slice of toast costs £1, and eggs cost £3 each. Dale had 2 slices of toast and 2 eggs. Andrew had 1 slice of toast and 2 eggs. How much did their breakfast cost?",The cost of Dale's toast is 2 × $1 = $<<2*1=2>>2.The cost of Andrew's toast is 1 × $1 = $<<1*1=1>>1.The cost of Dale's eggs is 2 × $3 = $<<2*3=6>>6.The cost of Andrew's eggs is 2 × $3 = $<<2*3=6>>6.Their breakfast cost $2 + $1 + $6 + $6 = $<<2+1+6+6=15>>15.#### 15, 6
19,"Sam and Jeff had a skipping competition at recess. The competition was split into four rounds. Sam completed 1 more skip than Jeff in the first round. Jeff skipped 3 fewer times than Sam in the second round. Jeff skipped 4 more times than Sam in the third round. Jeff got tired and only completed half the number of skips as Sam in the last round. If Sam skipped 16 times in each round, what is the average number of skips per round completed by Jeff?","In round one, Jeff completed 16 - 1 = <<16-1=15>>15.In round two, Jeff completed 16 - 3 = <<16-3=13>>13.In round three, Jeff completed 16 + 4 = <<16+4=20>>20.In round four, Jeff completed 16 / 2 = <<16/2=8>>8.Jeff completed 15 + 13 + 20 + 8 = <<15+13+20+8=56>>56 skips in total.Jeff skipped an average of 56 / 4 = <<56/4=14>>14 skips per round.#### 14", 6
20,"Paityn has 20 red hats and 24 blue hats. Her friend Zola has 4/5 times as many red hats as she has and twice the number of blue hats. If they combine all the hats together and share them equally between themselves, calculate the number of hats each gets.","Paityn has a total of 20 hats + 24 hats = <<20+24=44>>44 hats.The number of red hats that Zola has is 4/5 * 20 hats = <<4/5*20=16>>16 hatsZola also has 2 * 24 hats = <<2*24=48>>48 blue hats.Zola has a total of 48 hats + 16 hats = <<48+16=64>>64 hats.When they combine their hats, they have 64 hats + 44 hats = <<64+44=108>>108 hatsIf they share the hats equally, each get 108 hats / 2 people = <<108/2=54>>54 hats/person#### 54", 6
21,"Sally and Bob have made plans to go on a trip at the end of the year. They both decide to work as babysitters and save half of what they've earned for their trip. If Sally makes $6 per day and Bob makes $4 per day, how much money will they both have saved for their trip after a year?","Saly saves 1/2 * $6/day = $<<1/2*6=3>>3/day.Since each year have 365 days, the total amount of money Sally will save in a year is $3/day * 365 days/year = $<<3*365=1095>>1095/yearBob saves 1/2 * $4/day = $<<1/2*4=2>>2/day.The total amount of money Bob will have saved in a year is $2/day * 365 days/year = $<<2*365=730>>730/yearIn total, Sally and Bob would have saved $730 + $1095 = $<<730+1095=1825>>1825#### 1825", 6
22,"Alice has 20 quarters. She wants to exchange them for nickels and so she goes to the bank. After getting back from the bank, she discovers that 20% of the nickels are iron nickels worth $3 each. What is the total value of her money now?",A quarter is worth five nickels because .25 / .05 = <<.25/.05=5>>5She gets 100 nickels from the bank because 20 x 5 = <<20*5=100>>10020 of the nickels are iron nickels because 100 x .20 = <<100*.20=20>>2080 of the nickels are regular because 100 - 20 = <<100-20=80>>80The iron nickels are worth $60 because 20 x 3 = <<20*3=60>>60The regular nickels are worth $4 because 80 x .05 = <<80*.05=4>>4Her money is now worth $64 because 60 + 4 = <<60+4=64>>64#### 64, 6
